item_id,L1,L2,Position,HeadN,Oblig,Error,Target,ErType,ErType2,Ntype,Synt,modif
681,"""On the first day , we went to Tokyo Disney Sea .""","""In the first day , we went to Tokyo Disney Sea .""",4,day,obl,correct,the,correct_the,correct_art,sing,other,mod
682,We rode many attractions and we did shopping in many kinds of stores .,We rode many attractions and we did shopping in a lots of kind shop .,3,attractions,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
683,We rode many attractions and we did shopping in many kinds of stores .,We rode many attractions and we did shopping in a lots of kind shop .,7,shopping,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
684,It is a new attraction .,It is new attraction .,3,attraction,obl,error,a,omit_a,over,sing,pred/prop,mod
685,"""On the other hand , Cirque du Soleil was such an impressive show .""","""On the other hand , Cirque du Soleil was so impressive show .""",4,hand,obl,correct,the,correct_the,correct_art,sing,other,mod
686,"""On the other hand , Cirque du Soleil was such an impressive show .""","""On the other hand , Cirque du Soleil was so impressive show .""",12,show,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,mod
687,We were excited at the show !,We excited the show !,3,show,obl,correct,the,correct_the,correct_art,sing,other,no_mod
688,I 'm sick of cold weather every day .,I 'm sick of spend in cold weather every day .,8,weather,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
689,I 'm sick of cold weather every day .,I 'm sick of spend in cold weather every day .,10,day,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
690,Steven taught me today .,Steeven tought me today .,3,today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
691,"""We did n't talk about the content of the textbook much , but we talked a lot about each other 's favorite country , city , food and special experiences .""","""We did n't talk about the content of textbook much , but we could talk a lot of each other 's favorite country , city , food and something special experience .""",7,content,obl,correct,the,correct_the,correct_art,sing,other,no_mod
692,"""We did n't talk about the content of the textbook much , but we talked a lot about each other 's favorite country , city , food and special experiences .""","""We did n't talk about the content of textbook much , but we could talk a lot of each other 's favorite country , city , food and something special experience .""",9,textbook,obl,error,the,omit_the,over,sing,other,no_mod
693,"""We did n't talk about the content of the textbook much , but we talked a lot about each other 's favorite country , city , food and special experiences .""","""We did n't talk about the content of textbook much , but we could talk a lot of each other 's favorite country , city , food and something special experience .""",17,lot,obl,correct,a,correct_a,correct_art,sing,other,no_mod
694,"""We did n't talk about the content of the textbook much , but we talked a lot about each other 's favorite country , city , food and special experiences .""","""We did n't talk about the content of textbook much , but we could talk a lot of each other 's favorite country , city , food and something special experience .""",25,city,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
695,"""We did n't talk about the content of the textbook much , but we talked a lot about each other 's favorite country , city , food and special experiences .""","""We did n't talk about the content of textbook much , but we could talk a lot of each other 's favorite country , city , food and something special experience .""",27,food,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
696,"""The weather got really hot . Becauce the air conditioner in our office was broken , I could n't study at the office .""","""the weather got hot nearly , becauce the air conditioner of our office was broken , I could n't study at office .""",2,weather,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
697,"""The weather got really hot . Becauce the air conditioner in our office was broken , I could n't study at the office .""","""the weather got hot nearly , becauce the air conditioner of our office was broken , I could n't study at office .""",9,air,obl,error,the,omit_the,over,sing,other,no_mod
698,"""The weather got really hot . Becauce the air conditioner in our office was broken , I could n't study at the office .""","""the weather got hot nearly , becauce the air conditioner of our office was broken , I could n't study at office .""",10,conditioner,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
699,"""The weather got really hot . Becauce the air conditioner in our office was broken , I could n't study at the office .""","""the weather got hot nearly , becauce the air conditioner of our office was broken , I could n't study at office .""",22,office,obl,error,the,omit_the,over,sing,other,no_mod
700,"""But it 's getting near to the date of my graduate school test so , I must work hard to study english . I feel stressed every day""","""but it close to the text of graduate school , I must work hard to study english , I am stress every day""",8,graduate,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
701,Yesterday I saw the weather forecast,yesterday I saw weather forecast,3,weather,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
702,Yesterday I saw the weather forecast,yesterday I saw weather forecast,4,forecast,obl,error,the,omit_the,over,sing,obj,no_mod
703,I opened window but it was not raining .,I opened window but it was not rain .,2,window,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
704,During the day I waited for the rain as I looked up at the sky and I was thinking what the problem with weather forecast organization .,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,2,day,obl,correct,the,correct_the,correct_art,sing,other,no_mod
705,During the day I waited for the rain as I looked up at the sky and I was thinking what the problem with weather forecast organization .,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,5,rain,obl,error,the,omit_the,over,sing,other,no_mod
706,During the day I waited for the rain as I looked up at the sky and I was thinking what the problem with weather forecast organization .,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,10,sky,obl,correct,the,correct_the,correct_art,sing,other,no_mod
707,During the day I waited for the rain as I looked up at the sky and I was thinking what the problem with weather forecast organization .,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,18,problem,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
708,During the day I waited for the rain as I looked up at the sky and I was thinking what the problem with weather forecast organization .,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,20,weather,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
709,During the day I waited for the rain as I looked up at the sky and I was thinking what the problem with weather forecast organization .,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,21,forecast,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
710,During the day I waited for the rain as I looked up at the sky and I was thinking what the problem with weather forecast organization .,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,22,organization,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
711,I think we have one of the most powerful computers in the world at that organization but they know nothing .,I think we have one of the most powerful computer in the world at that organization but they know nothing .,12,world,obl,correct,the,correct_the,correct_art,sing,other,no_mod
712,Tomorrow will be sports day at my daughter 's school .,Tomorrow will be sports day of my daughter 's school .,0,Tomorrow,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
713,Tomorrow will be sports day at my daughter 's school .,Tomorrow will be sports day of my daughter 's school .,3,sports,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
714,Tomorrow will be sports day at my daughter 's school .,Tomorrow will be sports day of my daughter 's school .,4,day,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,no_mod
715,It is held near a station .,It play on station near .,3,station,obl,error,a,omit_a,over,sing,other,no_mod
716,I met many people at the live .,I am get meeting to many people by street live .,6,people,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
717,I met many people at the live .,I am get meeting to many people by street live .,9,live,obl,error,the,omit_the,over,sing,other,no_mod
718,"""Last Saturday , I played on the street .""","""Last Saturday , I play street .""",6,street,obl,error,the,omit_the,over,sing,other,no_mod
719,"""Next month , I 'm going to take the test for becoming a mobile system engineer .""","""Next month , I 'm going to take the test for mobile system engineer .""",2,month,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
720,"""Next month , I 'm going to take the test for becoming a mobile system engineer .""","""Next month , I 'm going to take the test for mobile system engineer .""",14,system,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
721,The examination fee is $ 150 .,The examination fee cost $ 150 .,1,examination,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
722,The examination fee is $ 150 .,The examination fee cost $ 150 .,2,fee,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
723,Today I woke up at 7 . 30 am .,Today I woke up 7 . 30a .,0,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
724,because I have to go the ANZ bank to get a saving card .,"""m , because I have to go the ANZ bank to get the saving card .""",9,bank,obl,error,the,omit_the,over,sing,obj,no_mod
725,because I have to go the ANZ bank to get a saving card .,"""m , because I have to go the ANZ bank to get the saving card .""",13,saving,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
726,because I have to go the ANZ bank to get a saving card .,"""m , because I have to go the ANZ bank to get the saving card .""",14,card,obl,error,a,omit_a,over,sing,obj,no_mod
727,I will move to the city this Saturday .,I will move to city this Saturday .,4,city,obl,error,the,omit_the,over,sing,other,no_mod
728,We should make a note of what we need .,We should note something what we need .,2,note,obl,error,a,omit_a,over,sing,obj,no_mod
729,My Japanese friend sent me some tea implements for Japanese tea ceremony last month .,My Japanese friend sent me some tea things of Japanese tea ceremony last month .,6,tea,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
730,My Japanese friend sent me some tea implements for Japanese tea ceremony last month .,My Japanese friend sent me some tea things of Japanese tea ceremony last month .,10,tea,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
731,My Japanese friend sent me some tea implements for Japanese tea ceremony last month .,My Japanese friend sent me some tea things of Japanese tea ceremony last month .,11,ceremony,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
732,My Japanese friend sent me some tea implements for Japanese tea ceremony last month .,My Japanese friend sent me some tea things of Japanese tea ceremony last month .,13,month,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
733,I liked to learn how to serve green tea . I made some friends at the lesson .,I liked how to make the greentea and friends who I have became friends .,13,friends,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
734,"""After I made it , I drank the green tea .""","""After I mede it , I drunk the greentea .""",9,tea,obl,correct,the,correct_the,correct_art,sing,obj,mod
735,I could n't send you any mail sooner .,I could n't send you mail sooner .,5,mail,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
736,"""You know , the earthquake affected my family very badly .""","""You know , The earthquake was too bad for my family .""",7,earthquake,obl,error,the,omit_the,over,sing,sub,no_mod
737,I pray for them to return to normal life ! ],I pray for them it make a comeback to normal life ! ],10,life,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
738,Ca n't I say `` fried potatoes `` ? You can .,Ca n't I say `` fries potatoes `` ?,7,potatoes,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
739,"""Because it is very important ; I 'll never get a good job without it , and I 'll never understand half of the beautiful sites in the Internet !""",Because it very important ; I 'll never get a good job without it and I 'll never understand a half of a beautifule sites in the Internet !,12,job,obl,error,a,omit_a,over,sing,obj,mod
740,"""Because it is very important ; I 'll never get a good job without it , and I 'll never understand half of the beautiful sites in the Internet !""",Because it very important ; I 'll never get a good job without it and I 'll never understand a half of a beautifule sites in the Internet !,21,half,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
741,"""Because it is very important ; I 'll never get a good job without it , and I 'll never understand half of the beautiful sites in the Internet !""",Because it very important ; I 'll never get a good job without it and I 'll never understand a half of a beautifule sites in the Internet !,25,sites,obl,error,the,omit_the,over,plural,other,mod
742,"""And I like to draw in Photoshop and Illustrator , and many other things !""","""And I lake to drow in Photoshop and Illustrator , and many other things !""",14,things,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
743,"""Somebody , who is learning Russian , and all who want to talk with a Russian girl - lets talk by skype !""","""Somebody , who learning Russian , and all who wants to talk with a russian girl - lets talk by the skype !""",16,girl,obl,correct,a,correct_a,correct_art,sing,other,mod
744,"""Somebody , who is learning Russian , and all who want to talk with a Russian girl - lets talk by skype !""","""Somebody , who learning Russian , and all who wants to talk with a russian girl - lets talk by the skype !""",22,skype,obl_om,error,zero,over_the,omit,sing,other,no_mod
745,Today all of my classmates and I went to the Huang River Park .,"""Today , my whole classmates and I went to the Huang River Park .""",0,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
746,The Huang river is the second longest river of China .,Huang river is the second longest river of China .,1,river,obl,error,the,omit_the,over,sing,sub,no_mod
747,The Huang river is the second longest river of China .,Huang river is the second longest river of China .,6,river,obl,correct,the,correct_the,correct_art,sing,pred/prop,mod
748,"""As its name implies , the water is very yellow carrying lots soil .""","""as its name , the water is very yellow carrying lots soil .""",6,water,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
749,"""As its name implies , the water is very yellow carrying lots soil .""","""as its name , the water is very yellow carrying lots soil .""",11,lots,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
750,"""As its name implies , the water is very yellow carrying lots soil .""","""as its name , the water is very yellow carrying lots soil .""",12,soil,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
751,"""I regretted wearing new clothes , when I came back they were full of dust .""","""I was regrateful that I wore a new clothes , when I came back it full of dust .""",9,clothes,obl_om,error,zero,over_a,omit,sing,obj,mod
752,"""I regretted wearing new clothes , when I came back they were full of dust .""","""I was regrateful that I wore a new clothes , when I came back it full of dust .""",18,dust,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
753,"""The river is very long . I ca n't see the end , and the water is peaceful .""","""The river is very long , I ca n't see the limit , and the water is peaceful .""",2,river,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
754,"""The river is very long . I ca n't see the end , and the water is peaceful .""","""The river is very long , I ca n't see the limit , and the water is peaceful .""",16,water,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
755,"""When he gets silence , it is a dangerous sign to me .""","""When he gets silence , it is dangerous sign to me .""",4,silence,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
756,"""When he gets silence , it is a dangerous sign to me .""","""When he gets silence , it is dangerous sign to me .""",9,sign,obl,error,a,omit_a,over,sing,pred/prop,mod
757,"""I tried to keep an eye on him while doing house work ,""","""I tried to keep an eye on him on doing house work ,""",6,eye,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
758,"""I tried to keep an eye on him while doing house work ,""","""I tried to keep an eye on him on doing house work ,""",11,house,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
759,"""I tried to keep an eye on him while doing house work ,""","""I tried to keep an eye on him on doing house work ,""",12,work,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
760,"""Everyday he is growing little by little , step by step ,""","""Everyday he is growing up little by little , step by step ,""",1,Everyday,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
761,"""Everyday he is growing little by little , step by step ,""","""Everyday he is growing up little by little , step by step ,""",10,step,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
762,"""Everyday he is growing little by little , step by step ,""","""Everyday he is growing up little by little , step by step ,""",12,step,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
763,and everyday I am learning how to deal with his can - do things .,and everyday I am learning how I deal with his can - do things .,10,can,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
764,It 's been a long time since I wrote a diary entry .,It 's been a long time since I wrote a diary last time .,5,time,obl,correct,a,correct_a,correct_art,sing,pred/prop,mod
765,It 's been a long time since I wrote a diary entry .,It 's been a long time since I wrote a diary last time .,10,diary,obl_om,error,zero,over_a,omit,sing,other,no_mod
766,"""My university classes started on January 8th , but they will be over shortly .""","""My university started on the January 8th , but it will finish shortly .""",7,8th,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
767,"""When spring vacation comes , I will have to study English harder , and I 'd like to write a diary entry everyday .""","""When spring vacation comes , I have to study English harder and I 'd like to write a diary everyday .""",2,spring,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
768,"""When spring vacation comes , I will have to study English harder , and I 'd like to write a diary entry everyday .""","""When spring vacation comes , I have to study English harder and I 'd like to write a diary everyday .""",3,vacation,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
769,"""Actually , there are not only three solutions in the article , but I just picked out three solutions .""","""Actually , there are not only three solutions in the article , but I just picked up three solutions .""",8,solutions,obl_om,correct,zero,correct_zero,correct_om,plural,sub,no_mod
770,"""Actually , there are not only three solutions in the article , but I just picked out three solutions .""","""Actually , there are not only three solutions in the article , but I just picked up three solutions .""",11,article,obl,correct,the,correct_the,correct_art,sing,other,no_mod
771,"""Actually , there are not only three solutions in the article , but I just picked out three solutions .""","""Actually , there are not only three solutions in the article , but I just picked up three solutions .""",19,solutions,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
772,This will result in a rapidly aging society with fewer children .,This will result in rapid aging society with fewer children .,5,aging,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
773,This will result in a rapidly aging society with fewer children .,This will result in rapid aging society with fewer children .,6,society,obl,error,a,omit_a,over,sing,other,mod
774,This will result in a rapidly aging society with fewer children .,This will result in rapid aging society with fewer children .,9,children,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
775,"""For example , today I ordered some clothes online ( you do n't say `` internet shop `` ) .""","""For example , today I ordered some clothes on the internet shop !""",2,example,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
776,"""For example , today I ordered some clothes online ( you do n't say `` internet shop `` ) .""","""For example , today I ordered some clothes on the internet shop !""",4,today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
777,"""For example , today I ordered some clothes online ( you do n't say `` internet shop `` ) .""","""For example , today I ordered some clothes on the internet shop !""",8,clothes,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
778,There are many products that are cheaper online than in retail stores .,There are many products that are more cheaper than off - line stores .,3,products,obl_om,correct,zero,correct_zero,correct_om,plural,sub,mod
779,There are many products that are cheaper online than in retail stores .,There are many products that are more cheaper than off - line stores .,12,stores,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
780,I could n't believe the charging method .,I could n't believe the method of charging .,7,charging,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
781,I could n't believe the charging method .,I could n't believe the method of charging .,5,method,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
782,It was much easier than the Korean method .,Because it was much simple than Korea method .,7,method,obl,error,the,omit_the,over,sing,other,mod
783,"""I just need credit card numbers , that 's it !""","""I just need credit card numbers , that 's all !""",4,credit,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
784,"""I just need credit card numbers , that 's it !""","""I just need credit card numbers , that 's all !""",5,card,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
785,"""I just need credit card numbers , that 's it !""","""I just need credit card numbers , that 's all !""",6,numbers,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
786,"""There is no A & F store in Korea , so people sell this brand .""","""There is no A & F official store in Korea , so private people sell that brand clothes .""",8,store,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
787,"""There is no A & F store in Korea , so people sell this brand .""","""There is no A & F official store in Korea , so private people sell that brand clothes .""",14,people,obl_om,correct,zero,correct_zero,correct_om,plural,sub,no_mod
788,"""Because of this experience , I could n't stop shopping on A & F website .""","""Because of this experiences , I could n't stop shopping on A & F website .""",15,website,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
789,I ordered some clothes and they are going to shipped on FEB .,I ordered some clothes and they are going to ship on FEB .,3,clothes,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
790,I 'm a little disappointed with the shipping speed but it does n't matter because I 'm really satisfied with the prices and the designs .,"""I 'm a little bit disappointed about the speed of shipping , but it does n't matter , I 'm really satisfied with the price and design of clothes .""",8,shipping,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
791,I 'm a little disappointed with the shipping speed but it does n't matter because I 'm really satisfied with the prices and the designs .,"""I 'm a little bit disappointed about the speed of shipping , but it does n't matter , I 'm really satisfied with the price and design of clothes .""",12,speed,obl,error,the,omit_the,over,sing,other,no_mod
792,My very first diary entry on Lang - 8,the very fisrt diary on Lang - 8,3,diary,obl_om,error,zero,over_the,omit,sing,other,no_mod
793,"""On the first day of 2010 , like every other year , I made a new years resolution .""","""When the first day of 2010 , like the other years , I made the new year resolution .""",4,day,obl,correct,the,correct_the,correct_art,sing,other,mod
794,"""On the first day of 2010 , like every other year , I made a new years resolution .""","""When the first day of 2010 , like the other years , I made the new year resolution .""",11,year,obl_om,error,zero,over_the,omit,sing,other,mod
795,"""On the first day of 2010 , like every other year , I made a new years resolution .""","""When the first day of 2010 , like the other years , I made the new year resolution .""",17,years,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
796,"""On the first day of 2010 , like every other year , I made a new years resolution .""","""When the first day of 2010 , like the other years , I made the new year resolution .""",18,resolution,obl,error,a,sub_the_inst_a,error_art,sing,obj,mod
797,Bur this year is a little bit different than the previous years .,Bur this year is a little bit different with the other year .,6,bit,obl,correct,a,correct_a,correct_art,sing,other,mod
798,So I decided to write an English diary as a way to improve my english .,So I decide to write the english diary as a way to study english .,7,diary,obl_om,error,zero,over_the,omit,sing,obj,mod
799,So I decided to write an English diary as a way to improve my english .,So I decide to write the english diary as a way to study english .,10,way,obl,correct,a,correct_a,correct_art,sing,other,no_mod
800,I believe that writing an English diary will really help to improve my English skills .,I believe it really works to write english diary here to improve my english skill .,8,diary,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
801,A big strong typhoon is headed towards the middle area of Japan .,A big strong typhoon is coming towards middle area of Japan .,3,typhoon,obl,correct,a,correct_a,correct_art,sing,sub,mod
802,A big strong typhoon is headed towards the middle area of Japan .,A big strong typhoon is coming towards middle area of Japan .,8,area,obl,error,the,omit_the,over,sing,other,mod
803,"""Right now its raining heavily and a strong wind is blowing here , so I closed all shutters to protect the windows and reduce the noise .""","""There is a strong rain falling and a strong wind blowing here , so I closed all shutters to protect the windows and its noise .""",18,shutters,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
804,"""Right now its raining heavily and a strong wind is blowing here , so I closed all shutters to protect the windows and reduce the noise .""","""There is a strong rain falling and a strong wind blowing here , so I closed all shutters to protect the windows and its noise .""",22,windows,obl,correct,the,correct_the,correct_art,plural,obj,no_mod
805,I 'm a little worried about whether I ' lll be able to commute to my office tomorrow morning or not .,I 'm worried if I can commute to my office tomorrow morning .,11,tomorrow,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
806,The situation made me realize the important things .,This matter made me realize the important things .,7,things,obl,correct,the,correct_the,correct_art,plural,obj,mod
807,First experience,first experience,1,experience,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,mod
808,My eleven month old son stood by himself for the first time today !,My eleven months old son could stand by himself for the first time today !,2,month,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
809,My eleven month old son stood by himself for the first time today !,My eleven months old son could stand by himself for the first time today !,12,time,obl,correct,the,correct_the,correct_art,sing,other,mod
810,My eleven month old son stood by himself for the first time today !,My eleven months old son could stand by himself for the first time today !,13,today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
811,I do n't know any grammar and I 'm afraid to speak English .,"""I 'm to know nothing about grammar , and I 'm afraid to speak english .""",6,grammar,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
812,"""In fact , I want to say so many things , but writing in English is very tiring .""","""In fact , I want to say much something , but write english very tired .""",2,fact,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
813,"""Today , I slept for only two hours .""","""Today , I had sleeped only two hours .""",1,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
814,"""Today , I slept for only two hours .""","""Today , I had sleeped only two hours .""",8,hours,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
815,So I felt sleepy all day .,So I feel sleeping all day .,5,day,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
816,"""Why I stayed up late , because I watched ladies soccer game ! The game was between Japan called `` Nadeshiko Japan `` and America .""","""Why I still up late , because I watched ladies soccer game ! The game was Japan called `` Nadeshiko Japan `` vs America .""",10,ladies,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
817,"""Why I stayed up late , because I watched ladies soccer game ! The game was between Japan called `` Nadeshiko Japan `` and America .""","""Why I still up late , because I watched ladies soccer game ! The game was Japan called `` Nadeshiko Japan `` vs America .""",11,soccer,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
818,"""Why I stayed up late , because I watched ladies soccer game ! The game was between Japan called `` Nadeshiko Japan `` and America .""","""Why I still up late , because I watched ladies soccer game ! The game was Japan called `` Nadeshiko Japan `` vs America .""",12,game,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
819,"""Why I stayed up late , because I watched ladies soccer game ! The game was between Japan called `` Nadeshiko Japan `` and America .""","""Why I still up late , because I watched ladies soccer game ! The game was Japan called `` Nadeshiko Japan `` vs America .""",15,game,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
820,The first half of the game was a draw and the second half of the game was a draw .,"""The half game was score less drow , the second half was drow .""",1,half,obl,error,the,omit_the,over,sing,sub,mod
821,The first half of the game was a draw and the second half of the game was a draw .,"""The half game was score less drow , the second half was drow .""",2,game,obl,error,the,omit_the,over,sing,other,no_mod
822,The first half of the game was a draw and the second half of the game was a draw .,"""The half game was score less drow , the second half was drow .""",10,half,obl,error,the,omit_the,over,sing,sub,mod
823,The overtime game was a draw too ! I was very strained by PK ! I 'm afraid of watching PK .,Extra game was drow too ! I was very strained by PK ! I 'm afraid of watching PK .,1,game,obl,error,the,omit_the,over,sing,sub,no_mod
824,The overtime game was a draw too ! I was very strained by PK ! I 'm afraid of watching PK .,Extra game was drow too ! I was very strained by PK ! I 'm afraid of watching PK .,11,PK,obl,error,a,omit_a,over,sing,other,no_mod
825,"""Finally , Japan won the game , so `` Nadeshiko Japan `` is top team in the world ! ! I was excited , so I could n't sleep ; ) But I do n't regret watching soccer .""","""Fighnaly , Japan won the game , so `` Nadeshiko Japan `` is top team in the world ! ! I was exciting , so I ca n't sleep ; ) But I do n't regret watching soccer .""",6,game,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
826,"""Finally , Japan won the game , so `` Nadeshiko Japan `` is top team in the world ! ! I was excited , so I could n't sleep ; ) But I do n't regret watching soccer .""","""Fighnaly , Japan won the game , so `` Nadeshiko Japan `` is top team in the world ! ! I was exciting , so I ca n't sleep ; ) But I do n't regret watching soccer .""",17,team,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
827,"""Finally , Japan won the game , so `` Nadeshiko Japan `` is top team in the world ! ! I was excited , so I could n't sleep ; ) But I do n't regret watching soccer .""","""Fighnaly , Japan won the game , so `` Nadeshiko Japan `` is top team in the world ! ! I was exciting , so I ca n't sleep ; ) But I do n't regret watching soccer .""",20,world,obl,correct,the,correct_the,correct_art,sing,other,no_mod
828,I want to play some sports ! Thank you very much : ),I want to play something sports ! Thank you very much : ),5,sports,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
829,I decided that I will write a diary everyday at lang - 8 about dairy thing to learn English .,I decided that I will write diary everyday at lang - 8 about dairy thing to learn English .,6,diary,obl,error,a,omit_a,over,sing,obj,no_mod
830,I decided that I will write a diary everyday at lang - 8 about dairy thing to learn English .,I decided that I will write diary everyday at lang - 8 about dairy thing to learn English .,13,dairy,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
831,I decided that I will write a diary everyday at lang - 8 about dairy thing to learn English .,I decided that I will write diary everyday at lang - 8 about dairy thing to learn English .,14,thing,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
832,"""Today , I took a walk around my house by bicycle .""","""Today , I took a walk around my house by bicycle .""",1,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
833,"""Today , I took a walk around my house by bicycle .""","""Today , I took a walk around my house by bicycle .""",6,walk,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
834,"""Today , I took a walk around my house by bicycle .""","""Today , I took a walk around my house by bicycle .""",11,bicycle,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
835,I visited a Freemarket which was held at park .,I visited Freemarket which held at park .,6,park,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
836,The sounds of ( people 's ) footsteps / Footsteps,The sounds of the steps,1,sounds,obl,correct,the,correct_the,correct_art,plural,pred/prop,no_mod
